UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Machine_failure,Failure_mode
7282,L54281,L,299.07,310.75,1591,53.65,102.5,0,0,0,0,0,0,No_Failure
7283,L54282,L,298.43,307.7,1366,22.39,2.0,0,0,0,0,0,0,No_Failure
7284,L54283,L,299.95,309.53,1030,38.73,16.3,0,0,0,0,0,0,No_Failure
7285,H54284,H,305.01,314.23,1811,29.48,179.4,0,0,0,0,0,0,No_Failure
7286,H54285,H,299.43,310.15,1433,37.81,243.9,0,0,0,0,0,0,No_Failure
7287,M54286,M,300.72,310.45,1687,27.42,149.4,0,0,0,0,0,0,No_Failure
7288,L54287,L,298.34,307.65,1381,21.94,213.1,0,0,1,0,0,1,PWF
7289,M54288,M,294.49,306.15,1355,26.81,52.1,0,0,0,0,0,0,No_Failure
7290,L54289,L,298.42,310.23,1402,34.46,17.1,0,0,0,0,0,0,No_Failure
7291,L54290,L,304.76,314.43,1545,45.87,87.8,0,0,0,0,0,0,No_Failure
7292,L54291,L,301.19,309.82,1532,31.86,52.7,0,0,0,0,0,0,No_Failure
7293,H54292,H,303.28,315.15,1590,31.34,156.0,0,0,0,0,0,0,No_Failure
7294,L54293,L,299.3,309.78,1411,43.96,241.9,0,0,0,0,0,0,No_Failure
7295,M54294,M,295.29,305.71,1507,42.87,58.5,0,0,0,0,0,0,No_Failure
7296,H54295,H,297.78,307.89,1348,57.02,228.2,0,0,0,0,0,0,No_Failure
7297,M54296,M,300.79,309.99,1764,49.35,135.9,0,0,0,0,0,0,No_Failure
7298,L54297,L,300.48,310.06,1263,29.74,25.8,0,0,0,0,0,0,No_Failure
7299,H54298,H,299.98,310.66,1352,33.29,135.6,0,0,0,0,0,0,No_Failure
7300,M54299,M,298.94,308.49,1424,47.46,118.2,0,0,0,0,0,0,No_Failure
7301,L54300,L,301.88,312.31,1930,31.13,189.5,0,0,0,0,0,0,No_Failure
7302,M54301,M,299.0,309.01,1638,36.76,189.4,0,0,0,0,0,0,No_Failure
7303,H54302,H,300.62,309.56,1346,22.9,162.2,0,0,1,0,0,1,PWF
7304,L54303,L,300.39,312.01,1648,26.93,169.0,0,0,0,0,0,0,No_Failure
7305,M54304,M,299.26,309.86,1593,52.59,153.6,0,0,0,0,0,0,No_Failure
7306,L54305,L,298.24,308.57,1549,41.67,59.9,0,0,0,0,0,0,No_Failure
7307,L54306,L,299.15,309.7,1625,33.71,234.2,0,0,0,0,0,0,No_Failure
7308,M54307,M,303.75,311.95,1510,35.11,53.6,0,0,0,0,0,0,No_Failure
7309,L54308,L,302.22,311.73,1531,57.15,150.6,0,0,0,0,0,0,No_Failure
7310,L54309,L,302.04,310.51,1220,33.43,195.8,0,1,0,0,0,1,HDF
7311,L54310,L,298.43,308.55,1760,44.73,21.2,0,0,0,0,0,0,No_Failure
7312,L54311,L,297.12,307.45,1419,48.71,113.9,0,0,0,0,0,0,No_Failure
7313,L54312,L,302.19,312.33,1277,54.45,7.6,0,0,0,0,0,0,No_Failure
7314,M54313,M,301.81,312.99,1409,31.49,57.2,0,0,0,0,0,0,No_Failure
7315,L54314,L,300.27,308.78,1416,26.01,160.9,0,0,0,0,0,0,No_Failure
7316,L54315,L,299.26,308.46,1356,28.96,231.1,0,0,0,0,0,0,No_Failure
7317,H54316,H,297.07,307.49,1640,47.31,77.0,0,0,0,0,0,0,No_Failure
7318,H54317,H,301.73,312.0,1675,59.92,211.2,0,0,1,0,0,1,PWF
7319,L54318,L,302.37,311.06,1147,47.66,132.8,0,0,0,0,0,0,No_Failure
7320,L54319,L,298.64,309.84,1407,33.41,192.5,0,0,0,0,0,0,No_Failure
7321,L54320,L,298.47,310.02,1420,51.88,205.0,0,0,0,0,0,0,No_Failure
7322,L54321,L,302.48,312.91,1469,35.31,160.9,0,0,0,0,0,0,No_Failure
7323,L54322,L,298.72,307.21,1807,31.68,106.9,0,0,0,0,0,0,No_Failure
7324,H54323,H,303.56,313.72,1354,36.69,147.8,0,0,0,0,0,0,No_Failure
7325,M54324,M,299.78,310.12,1781,34.19,174.9,0,0,0,0,0,0,No_Failure
7326,L54325,L,299.23,308.96,1474,32.98,217.9,0,0,0,0,0,0,No_Failure
7327,H54326,H,300.09,311.44,1783,52.22,138.7,0,0,0,0,0,0,No_Failure
7328,L54327,L,299.23,309.11,1444,34.84,221.0,0,0,0,0,0,0,No_Failure
7329,L54328,L,302.25,314.36,1423,24.13,98.3,0,0,0,0,0,0,No_Failure
7330,L54329,L,301.77,312.55,1496,45.86,192.1,0,0,0,0,0,0,No_Failure
7331,L54330,L,302.18,312.45,1733,30.45,154.2,0,0,0,0,0,0,No_Failure
7332,H54331,H,300.37,311.29,1528,30.78,19.6,0,0,0,0,0,0,No_Failure
7333,L54332,L,299.09,310.62,1538,47.01,127.0,0,0,0,0,0,0,No_Failure
7334,M54333,M,299.98,310.88,1615,32.75,193.2,0,0,0,0,0,0,No_Failure
7335,L54334,L,299.15,309.07,1342,35.47,170.1,0,0,0,0,0,0,No_Failure
7336,H54335,H,302.93,312.27,1561,40.42,142.6,0,0,0,0,0,0,No_Failure
7337,M54336,M,302.0,310.88,1387,37.14,200.6,0,0,0,0,0,0,No_Failure
7338,L54337,L,299.82,307.38,1765,35.71,228.5,0,0,0,0,0,0,No_Failure
7339,L54338,L,298.15,308.32,1575,16.57,36.3,0,0,1,0,0,1,PWF
7340,H54339,H,303.08,312.69,1625,38.27,64.6,0,0,0,0,0,0,No_Failure
7341,M54340,M,300.27,309.94,1133,56.13,250.2,1,0,0,0,0,1,TWF
7342,L54341,L,299.74,310.77,1627,46.3,61.1,0,0,0,0,0,0,No_Failure
7343,H54342,H,303.1,312.99,1468,36.24,209.3,1,0,0,0,0,1,TWF
7344,L54343,L,298.98,310.88,1241,44.7,134.6,0,0,0,0,0,0,No_Failure
7345,L54344,L,299.36,308.79,1517,46.27,97.4,0,0,0,0,0,0,No_Failure
7346,M54345,M,299.54,308.57,1227,31.58,184.0,0,0,0,0,0,0,No_Failure
7347,L54346,L,297.37,306.11,1610,52.57,190.6,0,0,0,0,0,0,No_Failure
7348,L54347,L,300.63,311.35,1758,41.63,68.8,0,0,0,0,0,0,No_Failure
7349,L54348,L,298.48,309.63,1178,36.88,2.8,0,0,0,0,0,0,No_Failure
7350,L54349,L,298.86,308.26,1495,55.9,196.9,0,0,0,0,0,0,No_Failure
7351,L54350,L,298.59,307.53,1470,19.32,174.4,0,0,0,0,0,0,No_Failure
7352,L54351,L,298.83,310.36,1142,28.24,30.5,0,0,1,0,0,1,PWF
7353,H54352,H,298.32,306.87,1665,46.42,9.3,0,0,0,0,0,0,No_Failure
7354,M54353,M,300.49,311.5,1613,46.74,167.1,0,0,0,0,0,0,No_Failure
7355,L54354,L,299.69,309.12,1865,56.47,152.1,0,0,1,0,0,1,PWF
7356,L54355,L,300.1,310.49,1589,17.44,193.1,0,0,1,0,0,1,PWF
7357,M54356,M,304.71,315.78,1342,48.59,220.9,0,0,0,0,0,0,No_Failure
7358,L54357,L,299.69,310.17,1593,27.55,168.0,0,0,0,0,0,0,No_Failure
7359,L54358,L,301.21,310.91,1731,44.19,160.8,0,0,0,0,0,0,No_Failure
7360,M54359,M,301.44,312.83,1416,39.35,131.7,0,1,0,0,0,1,HDF
7361,L54360,L,299.87,310.16,1653,48.5,143.3,0,0,0,0,0,0,No_Failure
7362,M54361,M,300.55,314.23,1076,37.65,246.4,1,0,0,0,0,1,TWF
7363,H54362,H,300.04,308.34,1766,50.11,11.8,0,0,0,0,0,0,No_Failure
7364,H54363,H,300.41,308.69,1644,31.72,137.5,0,0,0,0,0,0,No_Failure
7365,L54364,L,298.83,309.82,1042,39.19,62.6,0,0,0,0,0,0,No_Failure
7366,L54365,L,299.01,308.98,1569,41.93,183.5,0,0,0,0,0,0,No_Failure
7367,L54366,L,300.03,310.83,1142,56.77,189.4,0,0,0,0,0,0,No_Failure
7368,M54367,M,296.06,304.96,1390,48.33,67.1,0,0,0,0,1,1,RNF
7369,H54368,H,302.99,313.05,1622,42.04,191.9,0,0,0,0,0,0,No_Failure
7370,H54369,H,304.32,314.78,1476,46.4,162.9,0,0,0,0,0,0,No_Failure
7371,L54370,L,300.34,309.8,1726,50.86,239.5,0,0,0,0,0,0,No_Failure
7372,H54371,H,301.33,311.56,1511,43.75,206.3,0,0,0,0,0,0,No_Failure
7373,M54372,M,302.16,310.8,1493,29.75,195.3,0,0,0,0,0,0,No_Failure
7374,H54373,H,297.35,307.75,1698,46.28,35.5,0,0,0,0,0,0,No_Failure
7375,M54374,M,301.86,313.3,1439,39.72,249.6,1,0,0,0,0,1,TWF
7376,L54375,L,299.15,307.91,1495,36.47,201.4,0,0,0,0,0,0,No_Failure
7377,L54376,L,304.58,313.28,1519,32.15,213.2,0,0,0,0,0,0,No_Failure
7378,H54377,H,299.62,310.81,1488,45.79,190.2,0,0,0,0,0,0,No_Failure
7379,L54378,L,301.82,310.5,1709,45.12,216.2,0,0,0,0,0,0,No_Failure
7380,L54379,L,299.64,310.48,1380,30.44,154.0,0,0,0,0,0,0,No_Failure
7381,L54380,L,304.39,314.45,1351,28.94,3.3,0,0,0,0,0,0,No_Failure
7382,L54381,L,298.98,308.56,1309,58.92,117.3,0,0,0,0,0,0,No_Failure
7383,H54382,H,302.33,313.8,1114,48.61,62.8,0,0,0,0,0,0,No_Failure
7384,L54383,L,301.25,312.18,1767,40.87,78.7,0,0,0,0,0,0,No_Failure
7385,L54384,L,300.81,311.09,1338,46.06,69.7,0,0,0,0,0,0,No_Failure
7386,M54385,M,300.46,308.31,1457,35.32,159.7,0,0,0,0,0,0,No_Failure
7387,M54386,M,298.67,309.38,1780,38.28,199.4,0,0,1,0,0,1,PWF
7388,L54387,L,294.83,303.76,1474,40.21,220.0,0,0,0,0,0,0,No_Failure
7389,L54388,L,302.15,311.93,1593,49.64,221.1,0,0,0,0,0,0,No_Failure
7390,L54389,L,299.02,309.03,1244,25.87,5.1,0,0,0,0,0,0,No_Failure
7391,L54390,L,302.34,314.24,1752,29.8,190.8,0,0,0,0,0,0,No_Failure
7392,L54391,L,300.7,310.45,1478,27.75,235.3,1,0,0,0,0,1,TWF
7393,L54392,L,302.4,310.98,1317,48.53,195.7,0,0,0,0,0,0,No_Failure
7394,M54393,M,301.6,313.07,1317,38.99,29.5,0,0,0,0,0,0,No_Failure
7395,H54394,H,295.07,305.8,1804,30.84,242.2,0,0,0,0,0,0,No_Failure
7396,H54395,H,301.23,311.99,1394,37.78,127.0,0,0,0,0,0,0,No_Failure
7397,L54396,L,299.31,310.8,1321,33.68,145.3,0,0,0,0,0,0,No_Failure
7398,L54397,L,302.33,314.05,1422,25.65,71.6,0,0,1,0,0,1,PWF
7399,H54398,H,301.18,310.29,1508,52.6,214.2,0,0,0,0,0,0,No_Failure
7400,M54399,M,301.21,309.81,1527,38.51,221.9,0,0,0,0,0,0,No_Failure
7401,M54400,M,299.46,310.3,1580,52.83,206.4,0,0,0,0,0,0,No_Failure
7402,L54401,L,298.17,307.91,1542,25.51,52.4,0,0,0,0,0,0,No_Failure
7403,L54402,L,299.13,308.96,1616,45.04,32.2,0,0,0,0,0,0,No_Failure
7404,M54403,M,296.4,305.28,1451,25.57,247.0,0,0,0,0,0,0,No_Failure
7405,M54404,M,298.82,309.4,1873,64.45,220.7,0,0,0,1,0,1,OSF
7406,L54405,L,297.07,307.47,1412,22.71,216.7,0,0,0,0,0,0,No_Failure
7407,H54406,H,297.12,306.97,1743,57.96,197.3,0,0,0,0,0,0,No_Failure
7408,M54407,M,300.23,308.84,1392,39.8,27.0,0,0,0,0,0,0,No_Failure
7409,M54408,M,301.07,312.28,1243,38.17,130.2,0,0,0,0,0,0,No_Failure
7410,L54409,L,299.94,310.19,1200,45.89,29.2,0,0,0,0,0,0,No_Failure
7411,M54410,M,299.0,310.12,1555,30.62,106.9,0,0,0,0,0,0,No_Failure
7412,M54411,M,298.11,306.0,1709,47.85,40.9,0,0,0,0,0,0,No_Failure
7413,L54412,L,299.37,309.42,1293,48.58,121.3,0,0,0,0,0,0,No_Failure
7414,M54413,M,298.36,307.64,1342,40.12,169.9,0,0,0,0,0,0,No_Failure
7415,M54414,M,299.87,309.91,1570,42.5,212.8,0,0,0,0,0,0,No_Failure
7416,H54415,H,296.96,307.9,1500,59.3,20.4,0,0,0,0,0,0,No_Failure
7417,L54416,L,301.4,311.77,1395,46.51,225.7,0,0,0,0,0,0,No_Failure
7418,H54417,H,298.87,308.88,1270,32.18,48.0,0,0,0,0,0,0,No_Failure
7419,L54418,L,300.75,310.77,1556,47.51,238.7,0,0,0,0,0,0,No_Failure
7420,L54419,L,301.77,310.21,1618,34.62,121.9,0,0,0,0,0,0,No_Failure
7421,L54420,L,300.66,309.75,1589,32.68,14.4,0,0,0,0,0,0,No_Failure
7422,L54421,L,301.6,312.72,1505,45.13,200.1,0,0,0,0,0,0,No_Failure
7423,L54422,L,295.87,305.36,1310,29.91,11.9,0,0,0,0,0,0,No_Failure
7424,L54423,L,299.01,310.15,1557,40.46,158.7,0,0,0,0,0,0,No_Failure
7425,M54424,M,302.21,313.03,1543,46.74,201.6,0,0,0,0,0,0,No_Failure
7426,L54425,L,301.02,311.9,1264,59.1,117.1,0,0,0,0,0,0,No_Failure
7427,H54426,H,303.7,314.03,1446,46.38,172.3,0,0,0,0,0,0,No_Failure
7428,L54427,L,303.41,312.97,1566,25.3,144.8,0,0,0,0,0,0,No_Failure
7429,M54428,M,300.6,310.45,1486,26.86,17.8,0,0,0,0,0,0,No_Failure
7430,H54429,H,299.5,310.14,1147,57.26,175.4,0,0,0,0,0,0,No_Failure
7431,H54430,H,298.08,305.96,1385,33.66,241.0,0,0,0,0,0,0,No_Failure
7432,M54431,M,299.05,310.29,1373,24.84,86.7,0,0,0,0,0,0,No_Failure
7433,M54432,M,299.18,308.68,1601,29.95,31.9,0,0,0,0,1,1,RNF
7434,L54433,L,298.81,308.73,1968,47.94,64.9,0,0,1,0,0,1,PWF
7435,L54434,L,298.16,308.09,1524,41.13,160.8,0,0,0,0,0,0,No_Failure
7436,L54435,L,300.8,310.76,1284,46.47,248.8,0,0,0,0,0,0,No_Failure
7437,L54436,L,303.39,312.08,1471,39.67,205.4,0,0,0,0,0,0,No_Failure
7438,L54437,L,301.87,312.02,1502,28.97,197.6,0,0,0,0,0,0,No_Failure
7439,L54438,L,299.36,309.95,1636,22.13,91.2,0,0,0,0,0,0,No_Failure
7440,H54439,H,302.03,309.98,1724,31.65,154.3,0,0,0,0,0,0,No_Failure
7441,H54440,H,300.69,309.39,1750,41.22,102.3,0,0,0,0,0,0,No_Failure
7442,H54441,H,299.92,310.81,1597,28.16,14.9,0,0,0,0,0,0,No_Failure
7443,M54442,M,299.79,310.5,1500,49.83,124.3,0,0,0,0,0,0,No_Failure
7444,L54443,L,299.6,309.9,1767,30.0,138.6,0,0,0,0,0,0,No_Failure
7445,L54444,L,301.3,310.62,1437,23.48,214.4,0,0,0,0,0,0,No_Failure
7446,M54445,M,300.28,310.99,1510,40.01,193.1,0,0,0,0,0,0,No_Failure
7447,M54446,M,298.54,307.34,1456,47.61,114.9,0,0,0,0,0,0,No_Failure
7448,L54447,L,298.45,308.31,1116,54.93,125.9,0,0,0,0,0,0,No_Failure
7449,L54448,L,300.61,309.31,1729,23.88,200.5,0,0,0,0,0,0,No_Failure
7450,L54449,L,300.86,310.7,1622,54.24,73.1,0,0,1,0,0,1,PWF
7451,L54450,L,299.37,308.34,1073,41.85,91.1,0,0,0,0,0,0,No_Failure
7452,L54451,L,297.74,308.49,1680,33.79,228.6,0,0,0,0,0,0,No_Failure
7453,L54452,L,302.5,312.94,1445,46.81,192.3,0,0,0,0,0,0,No_Failure
7454,M54453,M,302.08,311.51,1678,53.55,238.7,1,0,1,0,0,1,TWF
7455,H54454,H,296.03,307.12,1514,23.21,222.4,0,0,0,0,0,0,No_Failure
7456,M54455,M,302.68,311.72,1256,35.69,192.9,0,0,0,0,0,0,No_Failure
7457,M54456,M,299.58,309.55,1505,34.55,66.1,0,0,0,0,0,0,No_Failure
7458,H54457,H,300.38,309.77,1338,46.26,131.8,0,0,0,0,0,0,No_Failure
7459,L54458,L,302.28,313.02,1280,54.6,105.4,0,0,0,0,0,0,No_Failure
7460,M54459,M,303.31,313.95,1656,40.73,98.7,0,0,0,0,0,0,No_Failure
7461,L54460,L,302.01,313.31,1570,37.08,197.1,0,0,0,0,0,0,No_Failure
7462,M54461,M,300.48,310.57,1770,44.45,98.0,0,0,0,0,0,0,No_Failure
7463,L54462,L,297.25,304.29,1429,37.66,37.4,0,0,0,0,0,0,No_Failure
7464,H54463,H,295.95,305.52,1327,18.3,88.2,0,0,0,0,0,0,No_Failure
7465,H54464,H,301.76,313.32,1615,45.17,204.2,0,0,0,0,0,0,No_Failure
7466,L54465,L,302.68,312.36,1350,49.86,128.5,0,0,0,0,0,0,No_Failure
7467,L54466,L,298.37,306.45,1444,50.74,3.2,0,0,0,0,0,0,No_Failure
7468,L54467,L,299.46,309.91,1595,28.44,157.6,0,0,0,0,0,0,No_Failure
7469,M54468,M,298.89,309.41,1477,46.07,44.2,0,0,0,0,0,0,No_Failure
7470,M54469,M,298.83,308.11,1412,55.33,27.3,0,0,0,0,0,0,No_Failure
7471,L54470,L,302.15,311.9,1248,65.31,77.0,0,0,0,0,0,0,No_Failure
7472,H54471,H,300.44,309.59,1669,44.79,194.9,0,0,0,0,0,0,No_Failure
7473,L54472,L,299.54,310.06,1434,49.84,12.7,0,0,0,0,0,0,No_Failure
7474,L54473,L,305.32,315.37,1611,30.07,52.4,0,1,0,0,0,1,HDF
7475,L54474,L,297.13,305.97,1587,28.77,51.3,0,0,0,0,0,0,No_Failure
7476,M54475,M,301.1,311.09,1696,49.87,208.2,0,0,0,0,0,0,No_Failure
7477,L54476,L,297.9,307.17,1458,19.64,63.3,0,0,0,0,0,0,No_Failure
7478,L54477,L,299.69,311.15,1437,41.55,146.6,0,0,0,0,0,0,No_Failure
7479,L54478,L,300.3,311.19,1301,54.31,31.9,0,0,0,0,0,0,No_Failure
7480,H54479,H,301.69,311.57,1402,47.13,200.1,0,0,0,0,0,0,No_Failure
7481,M54480,M,299.48,309.56,1561,47.06,66.0,0,0,0,0,0,0,No_Failure
7482,H54481,H,299.27,310.28,1353,39.51,116.7,0,0,0,0,0,0,No_Failure
7483,M54482,M,299.44,309.27,1557,35.9,84.0,0,0,0,0,0,0,No_Failure
7484,M54483,M,297.84,308.6,1764,61.55,166.3,0,0,1,0,0,1,PWF
7485,L54484,L,301.26,312.74,1420,52.34,65.4,0,0,0,0,0,0,No_Failure
7486,M54485,M,300.56,310.07,1263,48.46,0.1,0,0,0,0,0,0,No_Failure
7487,L54486,L,300.87,312.52,1426,40.28,133.0,0,0,0,0,0,0,No_Failure
7488,L54487,L,299.86,311.22,1244,34.16,246.6,0,0,0,0,0,0,No_Failure
7489,L54488,L,299.61,309.86,1740,50.8,210.2,0,0,1,0,0,1,PWF
7490,L54489,L,302.35,311.91,1515,36.93,251.2,0,0,0,0,0,0,No_Failure
7491,H54490,H,302.04,312.28,1369,40.79,112.5,0,0,0,0,0,0,No_Failure
7492,H54491,H,302.83,312.59,1399,46.16,143.7,0,0,0,0,0,0,No_Failure
7493,M54492,M,300.75,309.95,1287,42.09,201.8,0,0,0,0,0,0,No_Failure
7494,L54493,L,302.71,313.24,1682,55.5,85.3,0,0,0,0,0,0,No_Failure
7495,H54494,H,299.17,308.14,1831,26.8,28.6,0,0,0,0,0,0,No_Failure
7496,M54495,M,299.6,309.26,1231,40.67,42.7,0,0,0,0,0,0,No_Failure
7497,L54496,L,302.39,312.06,1688,61.38,243.5,0,0,1,0,0,1,PWF
7498,M54497,M,301.69,310.32,1456,48.97,199.9,0,0,0,0,0,0,No_Failure
7499,M54498,M,299.42,310.08,1728,38.03,73.1,0,0,0,0,0,0,No_Failure
7500,L54499,L,297.91,307.68,1170,47.99,197.5,0,0,0,0,0,0,No_Failure
7501,M54500,M,299.59,310.89,1541,39.52,178.4,0,0,0,0,0,0,No_Failure
7502,M54501,M,298.63,308.39,1427,54.66,118.7,0,0,0,0,0,0,No_Failure
7503,L54502,L,303.45,313.04,1619,48.21,5.8,0,0,0,0,0,0,No_Failure
7504,L54503,L,301.52,310.62,1511,31.33,184.2,0,0,0,0,0,0,No_Failure
7505,M54504,M,298.47,308.51,1504,42.38,73.5,0,0,1,0,0,1,PWF
7506,M54505,M,297.91,307.95,1481,44.19,68.7,0,0,0,0,0,0,No_Failure
7507,H54506,H,298.44,309.19,1781,44.68,133.1,0,0,0,0,0,0,No_Failure
7508,H54507,H,298.88,308.95,1469,43.19,67.3,0,0,0,0,0,0,No_Failure
7509,M54508,M,299.67,311.76,1656,45.65,181.3,0,0,0,0,0,0,No_Failure
7510,M54509,M,302.23,312.69,1613,44.19,73.9,0,0,0,0,0,0,No_Failure
7511,M54510,M,298.07,307.08,1660,32.79,204.1,0,1,0,0,0,1,HDF
7512,M54511,M,304.58,313.51,1317,35.44,110.6,0,0,0,0,0,0,No_Failure
7513,L54512,L,298.11,308.65,1627,37.46,130.7,0,0,0,0,0,0,No_Failure
7514,M54513,M,297.18,306.16,1561,40.96,8.9,0,0,0,0,0,0,No_Failure
7515,M54514,M,303.38,313.97,1286,37.49,5.2,0,0,0,0,0,0,No_Failure
7516,M54515,M,302.64,313.54,1462,51.03,53.6,0,0,0,0,0,0,No_Failure
7517,H54516,H,299.64,310.56,1913,30.4,88.0,0,0,0,0,0,0,No_Failure
7518,M54517,M,300.76,309.89,1429,22.65,44.6,0,0,0,0,0,0,No_Failure
7519,L54518,L,300.81,311.73,1434,59.67,127.1,0,0,0,0,0,0,No_Failure
7520,L54519,L,300.27,310.6,1581,31.82,152.1,0,0,0,0,0,0,No_Failure
7521,L54520,L,297.41,306.8,1403,51.0,203.2,0,0,0,0,0,0,No_Failure
7522,L54521,L,295.04,304.88,1525,46.09,130.0,0,0,0,0,0,0,No_Failure
7523,L54522,L,298.31,308.78,1419,32.18,92.9,0,0,0,0,0,0,No_Failure
7524,L54523,L,303.63,312.96,1572,38.67,233.7,0,0,0,0,0,0,No_Failure
7525,L54524,L,303.71,314.01,1489,37.18,110.2,0,0,0,0,0,0,No_Failure
7526,L54525,L,299.48,310.92,1851,43.56,71.1,0,0,0,0,0,0,No_Failure
7527,M54526,M,298.08,309.05,1508,32.33,19.2,0,0,0,0,0,0,No_Failure
7528,M54527,M,300.56,310.64,1460,38.23,46.7,0,0,0,0,0,0,No_Failure
7529,L54528,L,300.88,311.11,1685,39.63,174.9,0,0,0,0,0,0,No_Failure
7530,L54529,L,301.2,310.66,1250,51.02,50.2,0,0,0,0,0,0,No_Failure
7531,L54530,L,294.95,304.44,1805,35.89,92.3,0,0,0,0,0,0,No_Failure
7532,L54531,L,306.32,314.78,1322,30.24,7.0,0,1,0,0,0,1,HDF
7533,L54532,L,302.26,312.52,1715,34.55,95.7,0,0,0,0,0,0,No_Failure
7534,L54533,L,299.6,310.29,1762,43.67,163.9,0,0,0,0,0,0,No_Failure
7535,L54534,L,298.56,308.49,1405,22.28,55.5,0,0,0,0,0,0,No_Failure
7536,H54535,H,301.97,311.1,1423,51.97,1.0,0,0,0,0,0,0,No_Failure
7537,M54536,M,300.99,311.06,1480,40.2,210.8,0,0,0,0,0,0,No_Failure
7538,H54537,H,300.18,311.53,1612,44.33,182.4,0,0,0,0,0,0,No_Failure
7539,L54538,L,300.92,311.81,1320,42.19,251.2,0,0,0,0,0,0,No_Failure
7540,L54539,L,299.77,309.75,1480,33.33,34.3,0,0,1,0,0,1,PWF
7541,H54540,H,300.8,312.85,1444,29.18,171.4,0,0,0,0,0,0,No_Failure
7542,L54541,L,301.45,314.15,1293,33.0,65.1,0,0,0,0,0,0,No_Failure
7543,M54542,M,300.69,310.21,1312,24.94,127.1,0,0,1,0,0,1,PWF
7544,H54543,H,300.58,310.34,1523,43.48,188.9,0,0,0,0,0,0,No_Failure
7545,M54544,M,302.79,313.48,1520,38.37,42.6,0,0,0,0,0,0,No_Failure
7546,L54545,L,296.81,305.89,1362,24.66,117.8,0,0,0,0,0,0,No_Failure
7547,M54546,M,298.4,309.25,1514,33.83,68.1,0,0,0,0,0,0,No_Failure
7548,L54547,L,300.05,310.15,1384,46.52,39.2,0,0,0,0,0,0,No_Failure
7549,L54548,L,298.54,308.91,1735,52.93,182.9,0,0,0,0,0,0,No_Failure
7550,L54549,L,299.21,308.63,1481,27.16,65.4,0,0,0,0,0,0,No_Failure
7551,H54550,H,302.58,311.79,1698,61.61,134.0,0,0,0,0,0,0,No_Failure
7552,M54551,M,299.7,307.72,1195,30.41,175.2,0,0,0,0,0,0,No_Failure
7553,L54552,L,296.34,307.83,1558,22.95,112.1,0,0,0,0,0,0,No_Failure
7554,L54553,L,299.15,310.09,1607,57.57,33.7,0,0,0,0,0,0,No_Failure
7555,M54554,M,300.12,310.79,1475,29.59,3.1,0,0,0,0,0,0,No_Failure
7556,H54555,H,300.08,310.43,1403,55.24,96.7,0,0,0,0,0,0,No_Failure
7557,L54556,L,301.11,308.81,1472,33.35,250.6,0,0,0,0,0,0,No_Failure
7558,L54557,L,300.95,310.2,1634,37.07,246.1,1,0,0,0,0,1,TWF
7559,H54558,H,299.72,309.47,1282,26.95,113.4,0,0,0,0,0,0,No_Failure
7560,H54559,H,297.61,306.53,1626,52.77,105.2,0,0,0,0,0,0,No_Failure
7561,H54560,H,299.12,307.42,1557,51.4,163.5,0,0,0,0,0,0,No_Failure
7562,L54561,L,298.75,307.78,1453,33.4,210.6,0,0,0,0,0,0,No_Failure
7563,L54562,L,299.43,309.48,1461,39.25,146.3,0,0,0,0,0,0,No_Failure
7564,L54563,L,301.38,311.43,1511,46.62,183.2,0,0,0,0,0,0,No_Failure
7565,L54564,L,300.81,311.72,1799,35.29,6.1,0,0,0,0,0,0,No_Failure
7566,H54565,H,301.65,313.71,1563,53.64,222.3,1,0,0,0,0,1,TWF
7567,L54566,L,299.23,309.92,1330,38.94,136.3,0,0,0,0,0,0,No_Failure
7568,M54567,M,303.02,312.84,1422,34.81,124.6,0,0,0,0,0,0,No_Failure
7569,H54568,H,301.35,313.15,1294,24.17,54.7,0,0,1,0,0,1,PWF
7570,H54569,H,300.22,308.64,1160,27.06,34.4,0,1,0,0,0,1,HDF
7571,M54570,M,301.21,309.13,1291,45.89,93.1,0,0,0,0,0,0,No_Failure
7572,H54571,H,298.65,307.76,1522,42.35,232.8,0,0,0,0,0,0,No_Failure
7573,L54572,L,295.78,306.59,1729,48.16,141.5,0,0,0,0,0,0,No_Failure
7574,L54573,L,298.79,308.96,1679,34.37,104.2,0,0,0,0,0,0,No_Failure
7575,L54574,L,301.49,310.37,1292,23.59,35.2,0,0,1,0,0,1,PWF
7576,H54575,H,300.16,309.43,1356,35.04,15.7,0,0,0,0,0,0,No_Failure
7577,H54576,H,299.73,308.48,1331,60.38,153.4,0,0,0,0,0,0,No_Failure
7578,L54577,L,298.3,307.06,1035,30.35,242.4,0,0,1,0,0,1,PWF
7579,L54578,L,296.09,307.64,1470,39.64,113.3,0,0,0,0,0,0,No_Failure
7580,L54579,L,302.85,312.71,1645,15.86,60.0,0,0,1,0,0,1,PWF
7581,L54580,L,299.58,311.35,1455,34.8,95.3,0,0,0,0,0,0,No_Failure
7582,H54581,H,299.14,308.25,1272,35.86,129.1,0,0,0,0,0,0,No_Failure
7583,L54582,L,298.66,309.15,1348,43.32,190.7,0,0,0,0,0,0,No_Failure
7584,M54583,M,302.51,312.74,1441,36.82,114.7,0,0,0,0,0,0,No_Failure
